제목,작성 날짜,주최사,활동내용,모집 대상,활동 지역,활동 기간,모집 시작일,모집 마감일
 [밀알복지재단] 2017년도 꿈꾸는청년봉사단 멘토/멘티단원 모집 (~6/7),20170526,밀알복지재단,대한민국 청소년들이 개발도상국에 파견되어 6개월간 현지 주민들과 함께 생활하며 지구촌 문제에관심을 가지고 자발적으로 문제를 해결하는 경험을 통해 꿈을 꾸는 세계시민으로 성장하는 프로그램입니다.,"1) 꿈봉단원대학이상의 학력을 가지고 있지 않은 대한민국 청년(만16세~만23세) *고등학교 졸업자도 가능, 대학 재학 시 불가능 2) 멘토단원대학졸업(예정)자영어가능자봉사경험자, 사회복지 또는 청소년교육 관련 전공자 우대3) 공통밀알복지재단과 비전을 공유하는 자해외봉사활동을 수행하기에 어려움이 없는 심신이 건강한 자파견 전 국내교육프로그램에 참여할 수 있는 자성인 남자의 경우 군복무를 필했거나 면제자(단, 군미필자의 경우 파견기간동안 활동이 보장되는 자)졸업생 가능 여부 (O,X)O",필리핀 세부 막탄,2017년 8월 중  2018년 2월 중 (6개월),20170526,20180515
 [캄보디아 HABITAT-집짓기 건축 봉사] 캄보디아 여름방학 개인건축(교육) 봉사단 지원자 모집(~8월까지),20170525,캄보프렌드,건축봉사활동 + 교육봉사활동,"제한없음(학생,휴학생,졸업생,직장인,일반인 등) : 홀로 또는 동행과 함께 신청가능함  건축에 대한 기본 지식이 없어도 누구나 참여 가능졸업생 가능 여부 (O,X) 졸업생 신청 가능",캄보디아 씨엠립 지역,1~2차 각 차수별 6박8일 일정 (본인 희망에 따라 차수 선택하여 지원 가능),20170525,20170800
" [CFO] 2017년 하계 Challenge 및 Free Challenge (교육봉사+노력봉사) 봉사자 모집 (캄보디아,베트남,필리핀,몽골,아프리카 케냐) (~9월까지)",20170525,CAMBOFRIEND ORGANIZATION  2017년 하계 Challenge 및 Free Challenge 봉사단 모집 (캄보디아.베트남,교육봉사활동 + 노력봉사활동,"제한없음 (학생,휴학생,졸업생,직장인,일반인 등) : 홀로 또는 동행과 함께졸업생 가능 여부 (O,X) 졸업생 신청 가능",캄보디아(씨엠림) / 베트남(하노이) / 필리핀(클락) / 몽골(울란바토르) / 케냐(나이로비),하계방학 Challenge 봉사단 : 1차~11차 각 차수별 6박8일 일정  Free Challenge 봉사단 : 4박6일 이상 (2명이상 동행과 함께 신청 가능),20170525,20171709
 [문화체육관광부] 2017 해외전통문화예술단원 모집(06.16),20170524,문화체육관광부,"ODA국가 전통문화예술 공연 및 봉사활동(베트남, 터키, 인도네시아 3개국 파견)","30세 미만(1986년생 기준)의 전통예술분야 학ㆍ석사 재학생 및 졸업예정자, 졸업 후 3년 이하의 경력자 / 팀(4명) 단위 구성)졸업생 가능 여부 (O,X)졸업생 지원가능","베트남(하노이), 터키(앙카라), 인도네시아(자카르타)",2017년 9월 ~ 12월 (국가별 상이),20170607,20180616
" [CAMBOFRIEND] 『Teacher of Dream & Hope』 캄보디아,베트남,필리핀,몽골,아프리카 케냐 “개인교육봉사” 지원자를 모집합니다(수시모집)",20170523,CAMBOFRIEND,교육봉사활동,"제한없음 (학생,휴학생,졸업생,직장인,일반인 등)졸업생 가능 여부 (O,X) 가능",캄보디아(씨엠립)/베트남(하노이)/필리핀(클락)/몽골(울란비토르)/케냐(나이로비),정해져 있지 않음 (봉사일정을 본인 스스로 정하여 교육봉사활동 가능),20170523,0
 [톡투미] 스리랑카 지역 IT교실 강사 및 해외봉사단 모집(~6/15),20170523,[톡투미] 2017년 이모나라 나눔여행 프로젝트 IT강사 모집및 해외봉사단 모집,"IT강사 모집  3일간 청소년 대상 기초 IT교육 실시 (컴퓨터 기초, 엑셀, 파워포인트 등 교육)해외봉사단 모집  IT교실 및 요리 교실 보조, 율동교육 및 풍선아트,바자회 준비 및 진행등 봉사활동","13세 이상으로 이주여성 자조단체(NGO) 톡투미와 함께 봉사 나눔에 관심 있는 모두(미성년자의 경우 부모 동의 필수)졸업생 가능 여부 (O,X)O","스리랑카 콜롬보, 칼루타라 및 하프탈 지역",2017년 07월 15일 ~ 2017년 07월 24일,20170516,20170615
" [VOLUNTOUR-봉사여행] 봉사,체험,탐방 등 공정한 봉사여행 참가자 모집 (캄보디아,베트남,몽골,아프리카 케냐 수시모집)",20170519,캄보프렌드,교육봉사 + 현지 실생활체험활동 + 문화탐방 + 생활상탐방 + 기타 체험활동,"제한없음졸업생 가능 여부 (O,X) 졸업생 신청 가능",캄보디아(씨엠립) / 베트남(하노이) / 몽골(울란바토르) / 아프리카 케냐(나이로비),"3박5일, 4박6일, 6박7일 (국가마다 활동기간 다름)",20170519,0
" [캄보프렌드] 2017년 하계방학 캄보디아,베트남,필리핀,몽골,아프리카 케냐 해외봉사 지원자 모집(연중수시 및 하계방학)",20170516,캄보프렌드 2017년 캄보디아,교육봉사 / 건축봉사 / 노력봉사 / 볼런투어공정봉사여행 / 컴퓨터교육 / 단체봉사단 등,"제한없음 (개인 및 단체)  학생,휴학생,직장인,일반인 등졸업생 가능 여부 (O,X) 졸업생 신청 가능",캄보디아(씨엠립)/ 베트남(하노이) / 필리핀(클락) / 몽골(울란바토르) / 케냐 (나이로비),본인 희망에 따라 기간 선택 가능 (봉사일정 및 기간을 본인이 직접 선택하여 봉사활동 가능),20170516,0
 [국제워크캠프기구]해외여행&해외봉사 두 마리 토끼 잡기! ~연중,20170516,워크캠프기구,"건설,보수(예:오래된 고성 보수)문화,예술(예:사진전,지역의 역사를 기리는 행사 준비 및 운영)축제(예:지역 음악 축제 서포터즈 활동)환경(예:거북이알 보호활동)아동,교육(예:아동센터에서 놀이교육활동)복지(예:난민센터에서 난민아동들과 놀이활동)","만19세 이상이면 누구나 가능졸업생 가능 여부(O,X)O","유럽:프랑스,독일,이탈리아,아이슬란드 외34개국아메리카: 미국,캐나다,멕시코,코스타리카 등5개국아 시 아:태국,대만,베트남,인도 등 아시아17개국아프리카:케냐,탄자니아,우간다,모로코 등7개국",연중 최소4일~최대3주,20170516,선착순
 [밀알복지재단](해외봉사) 2017년 꿈꾸는청년봉사단 모집 (~6/7),20170515,밀알복지재단,대한민국 청소년들이 개발도상국에 파견되어 6개월간 현지 주민들과 함께 생활하며 지구촌 문제에관심을 가지고 자발적으로 문제를 해결하는 경험을 통해 꿈을 꾸는 세계시민으로 성장하는 프로그램입니다.,"1) 꿈봉단원대학이상의 학력을 가지고 있지 않은 대한민국 청년(만16세~만23세)  *고등학교 졸업자 가능, 대학 재학 시 불가능 2) 멘토단원대학졸업(예정)자영어가능자봉사경험자, 사회복지 또는 청소년교육 관련 전공자 우대3) 공통밀알복지재단과 비전을 공유하는 자해외봉사활동을 수행하기에 어려움이 없는 심신이 건강한 자파견 전 국내교육프로그램에 참여할 수 있는 자성인 남자의 경우 군복무를 필했거나 면제자(단, 군미필자의 경우 파견기간동안 활동이 보장되는 자)졸업생 가능 여부 (O,X)O",필리핀 세부 막탄,2017년 8월 중  2018년 2월 중 (6개월),20170515,20180515
 [워너고트립] 나만의 스토리 있는 기획봉사 in 유럽 6개국 18개 도시(~추가모집/선착순마감),20170512,> 워너고 트립,"워너고트립 마이리얼유럽이 특별한 이유!*브루어리투어:유럽 맥주=독일+벨기에+체코,맥주 브루어리(양조장)투어를 통해직접 보고,듣고,맛보고 즐긴다.이게진짜지J*유럽리얼 맥주:오직유럽 현지 에서만먹을 수있는 다양한 맥주를 즐긴다.(수도원맥주,지역맥주,하우스 비어 등),맥주로 유명한 도시들의 독특한pub도!*유니크한유럽20일:베네룩스(벨기에+네덜란드+룩셈부르크),독일(힙한도시 베를린+소도시들),체코까지!맥주 뿐 아니라 디저트도 즐길 수 있는 유럽 일정(맥방,먹방가능)*전용버스:대중교통으로 가기 힘든 곳들도 전용버스로 기다림 없이 다양하게.+보헤미안스위스 국립공원 등 잘 가지않는곳들을포함한 프리미엄20일 프로그램입니다.워너고 클래스:공부와 배움은 다르죠.출발 전 부터 여행의 배움은 시작됩니다.맥주전문가에서 미리 지역별 맥주 특징과 이야기를 미리배워가자!자체 수업관련 바우처제공.+자율기획봉사활동:정해진 봉사가 아닌 내가 기획해서 봉사활동을 한다.해외봉사점수최대100시간 인정가능(행정안전부)+나만의 스토리사전봉사기획서>현장 확인>활동 후 활동증명서 제출",>참가대상20~28세 청춘이라면 누구나워너비(WannaBEE)가 될수 있습니다.,"유럽6개국18개 도시 맥주로 이름 좀 있다는 도시들네덜란드(암스테르담),벨기에(루벵,브뤼셀,호가든,브뤼헤,겐트),룩셈부르크,오스트리아(잘츠부르크),독일(뒤셀도르프,쾰른,본,프랑크푸르크,하이델베르크,뷔르츠부르크,밤베르크,뉘른베르크,드레스덴,뮌헨,라이프치히,베를린),체코(체스키크롬로프,체스케부데요비체,플젠,프라하)*현지 사정(날씨,교통상황 등)에 따라 변동가능",20일 팀7월09일~ 7월28일,20180428,선착순
 [평화캠프]2017년 여름 네팔 해외자원활동(~5/19),20170512,평화캠프,네팔 지진피해 지역 초등학교 복구 지원활동,"20세이상 누구나졸업생 가능 여부 (O,X)0",네팔 카트만두 인근,2017.7.25~8.6,20170512,20180519
" [코아인] 코아 Walk Festival 해외탐방, 문화교류, 축제기획, 여행 <2017 여름 참가자 모집> (선착순마감)",20170512,한국 & 이탈리아 문화교류 단체 코아인,"동유럽, 서유럽 유럽 여행한국문화 축제 기획, 진행 <선발대> 유럽최고의 뮤직페스티벌 <Sziget Fesival> 축제관람 <후발대> 세상에서 가장 재미있는 전쟁 <La tomatina> 참여 제9회 ""Korean Cultural Festival"" 축제기획 & 진행 조별 랜덤미션 플레이","유럽에서 특별한 ""청춘스토리를"" 만들고자랑스런 한국문화를 널리 알리고 싶은 20대졸업생 가능 여부 (O,X)가능",유럽,선발대 : 2017.08.02 ~ 2017.08.16 (14박 15일)후발대 : 2017.08.17 ~ 2017.08.31 (14박 15일),20170226,선착순
[아리랑 유랑단] 필리핀 프로젝트 1기 단원 모집 (~5/18),20170511,아리랑스쿨,필리핀 문화 해외봉사,"한국문화를 알리고 싶은 2030 청년 누구나졸업생 가능 여부 (O,X)O",필리핀 마닐라,6/28 ~ 7/2,20170511,20180518
[아시아희망캠프기구] 2017-7 오사카 국제워크캠프 (~6/19),20170511,아시아희망캠프기구,오사카스쿨오브뮤직(OSM)견학  일본 학생들과의 교류 오사카스쿨오브뮤직(OSM)프로젝트 공연[SO.ON] 관람 유니버셜스튜디오(USJ) 및 오사카 유명 관광지 관광 등,"일본에 관심이 많은 중고생 대학생 취준생 사회인 직장인졸업생 가능 여부 (O,X)O",일본 오사카,2017년 7월19일(수)~2017년 7월23일(일)(4박5일),20170511,20170619
[여성가족부] 2017 국제회의 행사 참가단 청소년 모집(~5/31),20170511,여성가족부,국제회의 행사 참가,"구 분참가자격공 통○ 심신이 건강하고 한국 대표단원으로서 기본소양을 갖춘 자 ※ 질병 등 국제교류활동이 불가하다고 추후에 확인되는 경우 제외 조치○ 공식언어(영어)로 토론 및 발표가 가능한 청소년○ 발대식, 사전교육, 파견기간, 활동결과보고회 등 전 일정 참여 가능한 자 ※ 공식 행사 불참 시 합격 취소 처리말레이시아○ ’93. 1. 1.~’99. 12. 31.에 출생한 대한민국 국적 청소년(만18~24세)○ 청소년범죄 예방에 대한 관심, 열정, 지식이 풍부한 청소년일 본○ ’99. 1. 1.~’01. 12. 31.에 출생한 대한민국 국적 청소년(만16~18세)○ 과학과 환경문제 대한 관심과 학습할 의지가 있는 청소년○ 대한민국 사회와 문화에 대한 관심, 열정, 지식이 풍부한 청소년대 만○ ’93. 1. 1.~’98. 12. 31.에 출생한 대한민국 국적 청소년(만19~24세)○ 자원봉사, 공공참여, 인도주의에 대한 관심, 열정, 지식이 풍부한 청소년미 국○ ’93. 1. 1.~’98. 12. 31.에 출생한 대한민국 국적 청소년(만19~24세)○ 유엔총회 및 사회개발 주제에 대한 관심, 열정, 지식이 풍부한 청소년○ 회의 참석과 더불어 기타 활동을 주도적으로 계획 및 추진 가능한 청소년졸업생 가능 여부 (O,X)가능",각 회의별 상이,각 회의별 상이,20170510,20180531
[서울청소년수련관] 다가오는 여름방학을 알차게 보내고 싶다면? (~6.18),20170510,서울청소년수련관,노력봉사/교육봉사/노력봉사 및 캄보디아 탐방일정 (포스터 참조),"청소년 대상 (대학생 포함/~24세)졸업생 가능 여부 (O,X)졸업생,휴학생,재학생 상관없음!",캄보디아 및 서울 (사전/사후모임),2017.7.21~7.31. (포스터 참조),20170510,선착순
[아시안프렌즈] 2017년 8월 베트남으로 떠나는 다(多)문화 나눔여행 (~5/14 24:00 마감),20170508,국제개발NGO아시안프렌즈,,"다문화에 관심 있는 사람다문화와 관련된 진로를 고민중인 사람 등 나눔여행에 관심있는 사람은 누구나(남녀노소 불문)졸업생 가능 여부 (O,X)O",베트남 남부 메콩델타 지역,2017. 8. 17 (목)~8. 23 (수) 6박7일*활동 일정은 항공 및현지사정에 따라23일 변경될 수 있습니다.,20170410,20180514
[사단법인 한국청소년진흥협회] 독도사랑캠페인 라오스 해외봉사활동(~6.10),20170508,사단법인 한국청소년진흥협회,"전국에서 초중고, 대학생, 기업 등에서 만들어 주신 독도사랑필통을 라오스 아이들에게 대표로 전달합니다. 라오스 아이들과 함께하는 교육 봉사와 노력봉사 라오스 비엔티안, 방비엔, 루앙프라방 일대 문화체험","청년(20세 이상)대학 재학생, 휴학생, 졸업생, 대학원생 가능졸업생 가능 여부 (O,X)가능","라오스 비엔티안, 방비엔, 루앙프라방",2017.6.26 ~2017.7.2,20170428,선착순
